"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"IDA blend","IDB","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9551.70671199645","9500.56259294062","9425.72768313782","9329.28687296384","9374.67285249633","9554.89439568396","9442.30640860251","9461.45121292397","9390.46158139003","9454.7874489568","9508.15830035706","9540.6806754143","9795.87507979802","11029.8092069272","11360.4120097145","11837.2876790306","12182.6076843228","12347.129861312","12629.7347451519","12958.5643519528","13195.4268712997","13435.1878786529","13794.9761769625","14183.4559996542","14419.6021497836","14443.1939621026","14524.4725908995","14750.0482477866",
"Indonesia","IDN","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12110.029296875","12415.7490234375","12944.4111328125","13593.7666015625","14364.70703125","15146.4306640625","15492.1318359375","13077.62109375","12844.8720703125","13263.2666015625","13691.8466796875","14416.1123046875","14980.6328125","15541.0986328125","16585.15234375","17090.94921875","17366.70703125","17855.365234375","18177.869140625","18778.9765625","19465.04296875","20011.111328125","20967.40234375","21679.181640625","22589.064453125","23440.966796875","23933.1953125","24848.96875",
"IDA only","IDX","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3949.30174128837","3878.02798724528","3829.70024379415","3734.41366504457","3821.7559001072","3898.4272180291","3952.39893440036","3996.82218514121","4041.64302142572","4099.82036395929","4186.10912584217","4285.32288462164","4383.21286664809","4528.87850178654","4710.30769253885","4895.55004619191","5127.72352411451","5330.03382170083","5498.3684960558","5692.88517571348","5786.31059737484","5868.51944903647","6030.43678258532","6201.58054769685","6259.67925901605","6350.6197239692","6490.24781668282","6680.39693881999",
"Isle of Man","IMN","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4877.296875","5028.73583984375","5151.85302734375","5361.02685546875","5645.02099609375","5950.8671875","6061.85693359375","6305.22998046875","6724.5478515625","6836.09716796875","6992.34423828125","7084.84521484375","7454.97314453125","7832.8740234375","8343.3046875","9039.7265625","9845.791015625","10169.1025390625","11005.9384765625","12078.4296875","12871.392578125","13572.53515625","14187.6474609375","14953.841796875","15897.9013671875","16740.42578125","17546.671875","18564.6875",
"Not classified","INX","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61636.44140625","63881.63671875","64458.18359375","65647.0078125","68615.7265625","71518.9453125","75305.2734375","75504.2578125","78293.34375","81647.578125","84203.140625","87935.40625","88719.609375","92255.6484375","92638.53125","94700.625","97290.921875","94351.3203125","96892.5703125","101661.2734375","106443.4765625","107136.5234375","106391.3203125","113387.828125","139273.46875","142679.25","150487.390625","155251.765625",
"Iran, Islamic Rep.","IRN","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56271.2265625","56736.6640625","56620.27734375","54837.8046875","54727.03515625","55645.88671875","53814.9453125","52875.3828125","51189.609375","51836.23046875","49797.3125","51038.07421875","51850.27734375","50625.08984375","50666.8671875","52607.26953125","56542.796875","58375.4609375","58304.640625","62806.6171875","63442.24609375","58619.16015625","56885.48828125","59448.7421875","56766.44921875","62422.2265625","64305.984375","66427.25",
"Iraq","IRQ","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19558.982421875","24832.880859375","31251.392578125","31260.6328125","30762.20703125","32854.0625","38355.75","49974.54296875","56809.7890625","55534.76953125","55122.80859375","49836.984375","32374.40625","48473.1796875","49038.48828125","52390.03515625","51563.4765625","54108.84765625","54795.5625","56450.359375","58420.203125","64012.1171875","66508.6796875","64119.5390625","64976.515625","70445.0234375","67145.3125","66731.84375",
"Iceland","ISL","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52499.44921875","50455.03125","51632.10546875","52940.015625","50799.3046875","52612.81640625","55308.94140625","56943.71875","56942.390625","57842.9296875","59505.57421875","60710.07421875","62307.08203125","66844","69465.71875","70969.46875","75437.75","76177.7890625","74418.796875","70568.6875","71366.7265625","70920.703125","72309.390625","71981.21875","73175.140625","76459.84375","79511.625","82067.7890625",
"Israel","ISR","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62611.65625","64757.43359375","62191.39453125","61331.76171875","61955.69140625","63669.77734375","65552.8984375","67657","68395.171875","71684.5625","70902.21875","71420.6640625","70771.6875","71590.75","71157.890625","71966.953125","72429.828125","71290.46875","71923.5390625","72782.1171875","74008.578125","73284.5078125","74515.8984375","75238.09375","75914.515625","77358.6484375","78308.3203125","79560.0390625",
"Italy","ITA","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82237.5625","84890.7734375","85507.3203125","88905.5","92612.2265625","93671.9921875","95490.7578125","96623.1796875","97029.3828125","99382.65625","98921.1640625","97305.265625","95688.0546875","94101.59375","95434.4375","96052.0078125","96937.296875","95680.8203125","92450.421875","95046.9296875","95753.40625","93740.3515625","94494.5703125","94859.4375","95228.390625","94865.7265625","95245.0859375","95991.40625",
"Jamaica","JAM","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19896.23828125","19837.2265625","21560.98046875","21235.845703125","21842.439453125","21655.587890625","21437.556640625","20722.36328125","20803.509765625","20767.45703125","20719.185546875","20781.42578125","20786.994140625","20762.7265625","20699.9765625","20827.796875","20757.431640625","20495.7734375","19607.28515625","19304.869140625","19504.16015625","19433.21875","19330.408203125","18808.365234375","18685.4453125","18409.4453125","17941.669921875","17761.505859375",
"Jordan","JOR","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33226.8828125","36684.58203125","35310.4140625","33261.3828125","32078.4140625","31306.5859375","31560.779296875","31810.529296875","32296.3046875","32951.93359375","34385.51171875","36111.5078125","36834.24609375","38837.90625","40588.88671875","41936.0546875","41483.59375","42442.421875","41786.71484375","41052.46484375","40687.2421875","40025.26953125","40213.6796875","39134.64453125","38844.6015625","39183.6171875","38573.6875","38645.35546875",
"Japan","JPN","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60881.1796875","60636.59375","60179.62109375","60779.16015625","62398.78125","63976.87890625","64115.8515625","63856.30859375","64309.80078125","66277.21875","66869.46875","67722.5","68853.71875","70228.4453125","71102.6484375","71803.8828125","72513.4453125","71851.9609375","68922.046875","72101.09375","72143.359375","73422.171875","74234.2109375","73962.0703125","74642.359375","74617.140625","75235.015625","76418.9609375",
"Kazakhstan","KAZ","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23691.982421875","22455.767578125","20407.390625","19079.62890625","18260.814453125","18921.9375","19464.84765625","19300.94140625","20048.796875","21937.3046875","24172.3125","25971.07421875","27900.4921875","30188.37109375","32378.099609375","35158.55859375","37464.25","37805.859375","37942.00390625","39732.9765625","42053.01171875","43527.6015625","45604.10546875","46918.296875","47094.5390625","47346.80078125","49018.78515625","50619.109375",
"Kenya","KEN","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6903.18408203125","6599.97802734375","6384.255859375","6313.494140625","6355.98486328125","6407.46923828125","6229.23193359375","6236.81103515625","6183.6201171875","6093.01123046875","6231.2431640625","6180.51123046875","6263.21923828125","6481.52294921875","6769.30078125","6940.6669921875","7143.47998046875","6912.96923828125","6959.05322265625","7309.5087890625","7496.18115234375","7573.30615234375","7759.61083984375","7885.23779296875","8071.6572265625","8261.6767578125","8358.25","8562.419921875",
"Kyrgyz Republic","KGZ","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8282.6650390625","7021.5341796875","5971.7978515625","4730.55419921875","4443.0078125","4758.59912109375","5139.1298828125","5196.671875","5228.39697265625","5339.9091796875","5540.73876953125","5726.76806640625","5882.35595703125","6119.673828125","5859.9599609375","5878.6650390625","6313.93603515625","6800.75390625","6973.97216796875","6830.43896484375","7076.171875","7037.10009765625","7878.07080078125","8094.43896484375","8271.7919921875","8628.5966796875","8898.162109375","9166.71484375",
"Cambodia","KHM","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3638.9130859375","3796.05590820313","3861.30590820313","2453.03100585938","2609.86401367188","2679.51611328125","2674.0869140625","2676.11791992188","2877.837890625","3092.39990234375","2984.17504882813","3092.3349609375","3287.27099609375","3581.30493164063","3896.06396484375","4140.0048828125","4387.1611328125","4510.39404296875","4372.05419921875","4493.251953125","4749.408203125","5031.869140625","5339.4072265625","5660.6240234375","6008.5751953125","6306.044921875","6620.88818359375","6962.76513671875",
"Kiribati","KIR","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28570.4921875","29760.4765625","31479.623046875","33302.80859375","35483.65234375","37449.91015625","38927.265625","38984.07421875","42467.66796875","44384.20703125","45499.48828125","47576.3671875","49063.2109375","50506.16015625","52021.2578125","54140.2109375","56437.2578125","57938.328125","58700.01953125","61835.76171875","63144.203125","63568.92578125","64545.83984375","65294.59765625","66477.921875","67820.8125","69178.890625","70802.2265625",
"Kuwait","KWT","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52432.31640625","100565","141608.78125","159445.171875","168977.671875","167194.984375","162203.90625","156243.453125","142516.6875","141230.90625","137912.4375","139063.0625","160890.046875","174081.859375","183842.3125","187544.796875","187475.484375","179548.1875","153471.15625","138329.546875","141127.859375","139930.3125","131818.734375","124416.9765625","118023.8671875","119817.453125","114338.2265625","116024.59375",
"Latin America & Caribbean (excluding high income)","LAC","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26668.7652609126","26348.971765053","26438.6164329833","26976.906426565","26765.1287318678","27344.5387782136","27715.2747947991","27762.7557478548","27479.1820032553","27979.858441187","27406.7136164244","27084.7701541948","26896.7369303003","27453.1636244277","27743.1445356668","28304.3600445412","29140.7539929985","29552.8554720233","28705.9700598804","29777.4726242288","30514.756155408","30611.0711142642","31034.6067739058","31037.3636905077","30615.053109709","30438.4068855788","30364.6755017437","30489.148825605",
"Lao PDR","LAO","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3923.03295898438","4040.5458984375","4180.921875","4418.2431640625","4619.59716796875","4839.35400390625","5059.27099609375","5143.8681640625","5405.01904296875","5594.36181640625","5772.85009765625","5981.1572265625","6197.14794921875","6430.92919921875","6708.39990234375","7067.875","7375.7158203125","7722.36279296875","8084.5859375","8544.2041015625","9022.3515625","9533.6005859375","10087.646484375","10636.8486328125","11187.951171875","11726.1865234375","12277.7265625","12810.2685546875",
"Lebanon","LBN","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39934.23046875","40278.83984375","41807.98828125","43868.27734375","45492.2578125","47076.76953125","45049.19921875","45759.18359375","44279.79296875","43114.56640625","42722.15625","41725.359375","40478.484375","40671.7109375","40207.5859375","39696.1484375","42543.1640625","45625.01171875","48647.53515625","50520.19921875","47824.20703125","45704.03515625","43600.57421875","41707.47265625","39994.609375","39381.6484375","39226.05859375","39901.5546875",
"Liberia","LBR","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2541.5380859375","1657.97595214844","1110.36999511719","855.948974609375","795.706970214844","843.827026367188","1639.63598632813","1980.47802734375","2254.544921875","2750.7099609375","2727.10693359375","2764.61694335938","1875.27600097656","1882.76293945313","1927.17297363281","2007.63903808594","2108.73706054688","2163.3759765625","2191.74609375","2240.09204101563","2348.78491210938","2465.26904296875","2610.70703125","2553.61108398438","2479.5048828125","2367.39599609375","2352.89794921875","2396.02294921875",
"Libya","LBY","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117426.421875","109883.171875","101758.234375","99946.375","94380.234375","93093.90625","95019.21875","89107.125","87058.9921875","86873.53125","80586.5625","76669.3046875","84290.125","85439.4140625","92608.0859375","95745.6875","98531.8984375","97882.171875","95884.1953125","99792.3984375","37351.26953125","84696.84375","71485.5","52595.84375","47080.4140625","45170.921875","57371.5625","65345.25390625",
"St. Lucia","LCA","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29092.2578125","30718.0390625","30491.396484375","30543.67578125","30069.984375","30518.412109375","31245.5859375","32927.75390625","31626.078125","30315.1796875","29275.638671875","29317.001953125","30364.296875","31065.828125","29213.158203125","29122.17578125","27971.521484375","28410.443359375","29077.6953125","28745.779296875","28937.22265625","28569.591796875","30245.19140625","30113.3359375","30610.369140625","29650.298828125","29893.0234375","30032.4296875",
"Latin America & Caribbean","LCN","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27315.8685717886","27337.3155812261","27621.2438600703","28269.205731512","28174.8436630032","28821.3254183491","29314.5118201253","29421.2166130018","29107.6730601462","29551.1047774857","28972.5541429839","28453.6917634311","28363.0630957625","29062.3169457573","29480.6629279051","30138.5862954413","31097.7093999741","31549.5052120856","30567.3986273826","31794.8527841551","32606.8277768997","32659.6422421238","33116.5676223987","33032.6431269831","32712.8386225713","32476.5016252409","32447.0086198263","32672.47255746",
"Least developed countries: UN classification","LDC","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3619.15907831443","3544.75231790537","3452.97805765778","3370.52181818654","3472.83508984958","3557.49989603887","3624.41957829449","3657.42302765511","3710.79827445469","3778.66337050266","3869.4635879246","3988.08590832228","4103.07328426365","4257.79924243182","4480.59375701209","4707.46465006517","4992.88121161052","5220.35979531004","5384.62435928399","5573.01467400836","5668.33276886295","5782.99213380629","5981.55536104816","6139.5670026135","6187.97098971285","6248.22394324293","6355.6735595503","6523.26740384907",
"Low income","LIC","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3482.64479670503","3315.16605437488","3211.06200738924","3142.88274027531","3211.46230391585","3270.19976117319","3290.7011348535","3311.75811285065","3308.2342410972","3300.00006604104","3349.32411760816","3403.88174961871","3399.42933600238","3484.51845904937","3589.15962296633","3664.82801781838","3785.95969540464","3874.58528794601","3991.20394196769","4139.1382470366","4163.01308371366","4118.03657141804","4169.86488858873","4256.99783540805","4165.86721195498","4105.67367813691","4152.471727401","4227.65398317684",
"Liechtenstein","LIE","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10658.7060546875","11352.6689453125","11843.1943359375","12156.177734375","12969.8701171875","13097.0400390625","13589.8671875","12991.7568359375","13703.42578125","14407.3212890625","14070.4931640625","14625.453125","15264.7607421875","15991.4326171875","16735.78125","17689.37890625","18688.162109375","19556.8515625","20309.4765625","21988.43359375","23605.49609375","25949.654296875","26023.8515625","27582.677734375","29136.93359375","30361.58984375","31240.103515625","32673.404296875",
"Lower middle income","LMC","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7635.10504125345","7659.44702284866","7663.34863374201","7706.92498806562","7935.00576856811","8237.72007561417","8375.08282723943","8253.00877176953","8463.72677212334","8646.45998939127","8832.6745778726","9005.91467889836","9371.25485586956","9898.85804178344","10376.0797595747","10988.633575191","11637.6456899116","12027.9680118113","12510.2431417113","13235.1642295694","13807.9949976724","14350.6703123472","14880.5657178022","15451.4100515807","16124.0355540047","16741.6456241755","17322.2562708529","18067.2305879259",
"Low & middle income","LMY","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9974.64182682188","9816.19813786119","9886.80066868949","9923.34334194259","10152.1936025834","10480.567663391","10773.8949157587","10811.512661286","11038.5610668251","11449.2042087845","11715.4011734415","12088.9264900774","12584.3933014578","13319.4684641853","14020.7244882518","14928.5008232714","15967.1715628242","16661.9065510938","17023.4102885167","18075.5512815817","18926.6072489302","19677.1072122547","20435.7515313952","21148.4919340096","21777.9610861262","22523.2975646084","23316.7522590838","24217.3112981343",
"Lesotho","LSO","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5392.1572265625","5632.958984375","5720.3359375","5977.17919921875","6016.81982421875","6253.76220703125","6472.2412109375","6401.2578125","6310.38818359375","6453.205078125","6564.23876953125","6527.68212890625","6703.98486328125","6665.14697265625","6751.462890625","6811.05517578125","6927.14599609375","7211.89306640625","7330.35400390625","7656.47509765625","8023.36181640625","8287.037109375","8264.9091796875","8331.6591796875","8372.2119140625","8403.2490234375","8645.2119140625","8774.958984375",
"Late-demographic dividend","LTE","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10119.9458988154","9772.38843198921","9882.86146988046","10066.5626187172","10572.612662606","10926.2361190231","11367.3686946301","11505.1409451937","11882.2491368315","12521.6447969469","13059.4565070216","13703.9358774449","14539.2174627131","15501.9164461032","16481.522247977","17807.5185474856","19360.3609338461","20525.3575753101","21063.8469709117","22537.8911215687","23917.1104937023","25094.9792573351","26321.7547349413","27452.1127583236","28500.6547042972","29678.6953325216","31071.3795293439","32584.0710368909",
"Lithuania","LTU","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31911.40234375","25244.439453125","24356.783203125","22107.71484375","23517.060546875","24564.623046875","26095.177734375","28112.48046875","27658.3203125","30141.58203125","33214.078125","34284.1875","36563.40234375","40084.73046875","42939.140625","45941.03125","50303.95703125","52652.4140625","48828.9921875","52355.09375","53779.578125","54954.3828125","56445.796875","57624.40625","58256.59375","58114.65625","59911.0234375","61552.859375",
"Luxembourg","LUX","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146766.359375","146379.265625","153004.6875","159128.546875","164309.09375","163542.03125","168720.59375","176413.5","185274.390625","193453.359375","197429.53125","200980.234375","207233.484375","211959.046875","211373.53125","216721","229260.4375","223227.96875","200099.9375","204038.90625","205377.265625","195750.40625","198238.453125","202122.96875","204110.15625","211352.390625","210735.71875","216165.390625",
"Latvia","LVA","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28703.46875","19764.693359375","19145.35546875","20090.9609375","21223.2265625","22402.63671875","22832.564453125","24714.55859375","25782.78125","28093.857421875","29689.427734375","31092.73828125","33649.76171875","36289.87890625","39631.28125","42035.30859375","45265.10546875","43969.375","43584.94921875","44283.76953125","46162.34375","47135.2265625","47555.84765625","48678.453125","49575.22265625","50763.640625","52725.4453125","55844.1875",
"Macao SAR, China","MAC","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98000.25","106202.59375","109168.4921875","111839.2734375","111145.78125","96286.421875","93792.78125","89274.9296875","86712.984375","89888.2890625","88052.9375","95006.140625","104103.8046875","123524.5234375","125168.5234375","132720.84375","140613.625","138414.15625","136040.40625","163536.375","192115.515625","204261.84375","220934.609375","211138.984375","163111.9375","161411.828125","174057.390625","181691.96875",
"St. Martin (French part)","MAF","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15601.109375","14803.94921875","14363.66796875","15693.5654296875","14322.494140625","15935.4521484375","15182.619140625","15954.6298828125","15745.275390625","15609.482421875","16218.126953125","16329.9033203125","16886.841796875","17099.486328125","17443.927734375","18282.2109375","18610.513671875","19451.755859375","19769.751953125","20191.330078125","20836.234375","21400.408203125","22238.1796875","22969.048828125","23991.16015625","24314.1875","25327.67578125","25768.306640625",
"Monaco","MCO","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9524.3974609375","9332.501953125","9203.333984375","6297.23681640625","6171.35986328125","5948.9638671875","6080.69287109375","5794.3828125","5657.18994140625","5606.85498046875","5871.5390625","6278.7841796875","6732.34814453125","7197.86279296875","7821.61279296875","8423.1767578125","8712.0361328125","9580.8974609375","9553.576171875","10577.6435546875","11031.7177734375","11224.265625","11993.0849609375","12445.560546875","11591.9775390625","12565.9326171875","13288.25390625","13897.7978515625",
"Madagascar","MDG","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3367.501953125","3308.75903320313","3284.01196289063","3181.88305664063","3134.45190429688","3105.23388671875","3121.2109375","3138.43188476563","3186.15795898438","3228.81689453125","3303.51196289063","2781.32690429688","2942.46411132813","2959.31909179688","2971.10400390625","3004.74389648438","3072.53393554688","3172.44409179688","2957.42993164063","2878.3369140625","2770.76611328125","2730.80590820313","2723.31005859375","2749.35302734375","2777.06591796875","2802.01904296875","2826.7041015625","2871.9130859375",
"Maldives","MDV","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25649.8828125","26405.3828125","26893.30078125","27882.84375","28809.19140625","29636.96484375","30624.384765625","31319.984375","31574.4296875","30969.388671875","27956.884765625","28101.365234375","29882.966796875","29584.755859375","24022.771484375","28557.14453125","28943.693359375","29872.96484375","26286.890625","26727.341796875","27562.6640625","26881.677734375","27554.03515625","28308.181640625","28551.033203125","30239.111328125","32320.55078125","33071.6015625",
"Middle East & North Africa","MEA","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48304.6129876022","49007.0304447842","48625.1074754607","47934.3874997858","49352.8749284685","49886.7390963487","50016.9164852168","51048.5832976763","50149.2385896345","51369.3941558268","50586.7477483734","50148.517069474","50533.7572034343","51918.2150153826","52635.915851356","53626.6808275402","54302.4131255348","55356.3868882639","54201.9397101972","55379.2293460759","56037.6436886608","56707.0638729264","56358.5833068263","57133.3319711821","57415.986447635","58924.5650891578","58947.318932401","59841.1987235665",
"Mexico","MEX","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38120.52734375","37950.51171875","37948.76953125","39223.05859375","36899.5546875","37752.1640625","38034.69921875","39047.78125","39340.5625","40588.8046875","40049.95703125","39379.35546875","39756.76953125","39864.65625","39616.62109375","39997.39453125","39940.53125","39744.3671875","37402.78125","38532.91015625","39001.54296875","39030.82421875","38902.96875","39567.25","39791.64453125","40063.0390625","40066.01953125","40163.2890625",
"Marshall Islands","MHL","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10534.999362633","10382.0435747159","10474.2075132385","10526.8494698106","10778.8235560182","11137.2857203728","11461.4274850554","11508.4996201945","11762.8978239637","12220.116332484","12517.1150432402","12932.8130007097","13490.1706775106","14299.3429846984","15073.5275479187","16079.9078099296","17227.0482986755","18004.4283489432","18412.5685106106","19582.3283507095","20547.2357354947","21413.4340104377","22281.5214924657","23099.7817945019","23851.946800398","24739.7614607301","25668.2257072735","26722.082847427",
"North Macedonia","MKD","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33837.9375","31673.431640625","29781.54296875","29550.9609375","29083.46875","29289.130859375","29683.830078125","29871.888671875","30077.158203125","30923.634765625","28867.296875","29563.984375","32000.33984375","33446.07421875","34761.86328125","35569.7890625","36646.05078125","37283.46875","35813.04296875","36577.7890625","36988.9375","36710.0390625","36196.61328125","36830.02734375","37384.08984375","37605.828125","36765.51953125","37710.5",
